molecule;gene;target;start;end;strand
AB0001PS3J;ketoacyl-ACP synthase III;F;-2114914;-2113981;1
AB0001PS3J;fabF;F;-2113948;-2112706;1
AB0001PS3J;DUF2268 domain-containing protein;F;-2112635;-2111912;1
AB0001PS3J;hypothetical protein;F;-2111858;-2111651;1
AB0001PS3J;YjbA family protein;F;-2111575;-2110834;1
AB0001PS3J;trpS;F;-2110805;-2109815;-1
AB0001PS3J;misc_binding;F;-2109768;-2109540;-1
AB0001PS3J;DUF3899 domain-containing protein;F;-2109505;-2109175;-1
AB0001PS3J;peptide ABC transporter substrate-binding protein;F;-2108886;-2107236;1
AB00101ZFH;p: peptide ABC transporter substrate-binding protein;T;2179376;2181905;1
AB00101ZFH;.;F;2180640.5;2180640.5;1
AB00101ZFH;M48 family metalloprotease;F;2181989;2182793;-1
AB00101ZFH;DUF4251 domain-containing protein;F;2182899;2183430;1
AB00101ZFH;meaB;F;2183432;2184419;-1
AB00101ZFH;hypothetical protein;F;2184511;2184805;1
AB00101ZFH;IS3 family transposase;F;2184925;2186214;1
AB00101ZFH;scpA;F;2186273;2188394;-1
AB00101ZFH;DUF2007 domain-containing protein;F;2188479;2188710;-1
AB00101ZFH;tRNA-Asn;F;2188956;2189030;1
AB00101ZFH;quinone-dependent dihydroorotate dehydrogenase;F;2189135;2190173;-1
AB00101ZFH;pseudouridylate synthase;F;2190244;2190946;-1
AB00101ZFH;glycine--tRNA ligase;F;2191355;2192897;1
AB00101ZFH;uroporphyrinogen decarboxylase;F;2178988;2179213;-1
AB00101ZFH;glycosyltransferase;F;2177894;2178989;-1
AB00101ZFH;thiL;F;2176808;2177870;1
AB00101ZFH;thioesterase family protein;F;2176306;2176804;1
AB00101ZFH;aminoacetone oxidase family FAD-binding enzyme;F;2174874;2176077;-1
AB00101ZFH;DUF2306 domain-containing protein;F;2174237;2174873;-1
AB00101ZFH;YARHG domain-containing protein;F;2173324;2174230;-1
AB00101ZFH;bacteriophage spanin2 family protein;F;2172955;2173288;-1
AB00101ZFH;redoxin domain-containing protein;F;2172272;2172899;1
AB00101ZFH;redoxin domain-containing protein;F;2171768;2172263;1
AB00101ZFH;mutS;F;2169151;2171740;1
AB0003ZHKL;clpB;T;-1969765;-1967164;1
AB0003ZHKL;.;F;-1968464.5;-1968464.5;1
AB0003ZHKL;phospho-sugar mutase;F;-1971666;-1969938;1
AB0003ZHKL;DegV family protein;F;-1972688;-1971812;1
AB0003ZHKL;flavodoxin family protein;F;-1973415;-1972833;1
AB0003ZHKL;GNAT family N-acetyltransferase;F;-1974756;-1973946;1
AB0003ZHKL;D-glycerate dehydrogenase;F;-1975747;-1974763;1
AB0003ZHKL;hypothetical protein;F;-1977465;-1976712;-1
AB0003ZHKL;LysM peptidoglycan-binding domain-containing protein;F;-1977886;-1977529;1
AB0003ZHKL;ABC transporter substrate-binding protein;F;-1979328;-1978305;-1
AB0003ZHKL;ABC transporter permease;F;-1980307;-1979377;-1
AB0003ZHKL;DUF2007 domain-containing protein;F;-1966943;-1966688;1
AB0003ZHKL;sigma-70 family RNA polymerase sigma factor;F;-1966578;-1965948;-1
AB0003ZHKL;6,7-dimethyl-8-ribityllumazine synthase;F;-1965829;-1965364;-1
AB0003ZHKL;bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II;F;-1965320;-1964111;-1
AB0003ZHKL;riboflavin synthase;F;-1964082;-1963437;-1
AB0003ZHKL;ribD;F;-1963415;-1962254;-1
AB0003ZHKL;riboswitch;F;-1962115;-1962001;-1
AB0003ZHKL;GNAT family N-acetyltransferase;F;-1961938;-1961398;-1
AB0003ZHKL;tRNA-Pro;F;-1961250;-1961173;-1
AB0003ZHKL;IS30 family transposase;F;-1960951;-1959519;1
AB0003ZHKL;DegV family protein;F;-1959171;-1958316;1
AB0003ZHKL;hypothetical protein;F;-1958201;-1958012;1
AB0003ZHKL;AAA family ATPase;F;-1957579;-1956811;1
AB000A2IAT;p: AAA family ATPase;T;-3949783;-3949210;1
AB000A2IAT;.;F;-3949496.5;-3949496.5;1
AB000A2IAT;HTH domain-containing protein;F;-3949992;-3949782;1
AB000A2IAT;zinc-binding dehydrogenase;F;-3951068;-3950102;1
AB000A2IAT;NADP-dependent malic enzyme;F;-3952478;-3951254;1
AB000A2IAT;ABC transporter substrate-binding protein;F;-3954011;-3953048;-1
AB000A2IAT;amino acid ABC transporter permease;F;-3954973;-3954043;-1
AB000A2IAT;amino acid ABC transporter ATP-binding protein;F;-3955770;-3954969;-1
AB000A2IAT;methyltransferase domain-containing protein;F;-3956620;-3955828;1
AB000A2IAT;CGNR zinc finger domain-containing protein;F;-3957347;-3956717;-1
AB000A2IAT;sodX;F;-3957685;-3957250;1
AB000A2IAT;sodN;F;-3958226;-3957830;-1
AB000A2IAT;ppk2;F;-3959226;-3958335;1
AB000A2IAT;hypothetical protein;F;-3959480;-3959246;1
AB000A2IAT;inorganic phosphate transporter;F;-3960650;-3959495;1
AB000A2IAT;PadR family transcriptional regulator;F;-3949005;-3947946;-1
AB000A2IAT;DUF4097 family beta strand repeat protein;F;-3947945;-3946922;-1
AB000A2IAT;hypothetical protein;F;-3946776;-3945873;1
AB000A2IAT;hypothetical protein;F;-3945724;-3945544;-1
AB000A2IAT;hypothetical protein;F;-3945398;-3944897;1
AB000A2IAT;trypsin-like peptidase domain-containing protein;F;-3944901;-3942693;1
AB000A2IAT;AAA domain-containing protein;F;-3942587;-3941564;1
AB000A2IAT;hypothetical protein;F;-3941452;-3938179;1
AB000Y3EJP;p: hypothetical protein;T;-2434093;-2433526;1
AB000Y3EJP;.;F;-2433809.5;-2433809.5;1
AB000Y3EJP;HTH domain-containing protein;F;-2434302;-2434092;1
AB000Y3EJP;hypothetical protein;F;-2435367;-2434458;-1
AB000Y3EJP;cellulase family glycosylhydrolase;F;-2436785;-2435408;1
AB000Y3EJP;zinc-binding dehydrogenase;F;-2437810;-2436844;1
AB000Y3EJP;metallophosphatase;F;-2439446;-2437892;1
AB000Y3EJP;phosphoesterase;F;-2440015;-2439442;1
AB000Y3EJP;NAD-dependent malic enzyme;F;-2441478;-2440263;1
AB000Y3EJP;transporter substrate-binding domain-containing protein;F;-2443019;-2442038;-1
AB000Y3EJP;ABC transporter permease subunit;F;-2444683;-2443612;-1
AB000Y3EJP;PadR family transcriptional regulator;F;-2433322;-2432422;-1
AB000Y3EJP;DUF4097 family beta strand repeat protein;F;-2432421;-2431587;-1
AB000Y3EJP;hypothetical protein;F;-2431465;-2430622;1
AB000Y3EJP;hypothetical protein;F;-2430622;-2430439;-1
AB000Y3EJP;multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit;F;-2430311;-2426450;-1
AB000Y3EJP;HAMP domain-containing protein;F;-2426181;-2425092;-1
AB000Y3EJP;response regulator;F;-2425096;-2424358;-1
AB000Y3EJP;spermidine synthase;F;-2424276;-2423568;-1
AB000VH978;clpB;T;129396;132027;1
AB000VH978;.;F;130711.5;130711.5;1
AB000VH978;aspartate/glutamate racemase family protein;F;132234;132966;-1
AB000VH978;amidohydrolase family protein;F;132983;134315;-1
AB000VH978;ABC transporter ATP-binding protein;F;134311;135094;-1
AB000VH978;ABC transporter permease;F;135097;135904;-1
AB000VH978;ABC transporter substrate-binding protein;F;136060;137074;-1
AB000VH978;GntR family transcriptional regulator;F;137316;138033;1
AB000VH978;hypothetical protein;F;138613;138781;1
AB000VH978;proteasome-type protease;F;138932;139667;1
AB000VH978;ABC transporter ATP-binding protein;F;139979;141056;1
AB000VH978;ABC transporter substrate-binding protein;F;141102;142149;1
AB000VH978;NUDIX domain-containing protein;F;128612;129158;-1
AB000VH978;MOSC domain-containing protein;F;127760;128555;-1
AB000VH978;DUF4167 domain-containing protein;F;127224;127662;1
AB000VH978;prmC;F;126082;126937;1
AB000VH978;SDR family oxidoreductase;F;125080;125857;-1
AB000VH978;hypothetical protein;F;124596;125034;1
AB000VH978;hypothetical protein;F;124399;124600;1
AB000VH978;hybrid sensor histidine kinase/response regulator;F;122723;123953;-1
AB000VH978;response regulator;F;122290;122698;1
AB000VH978;hybrid sensor histidine kinase/response regulator;F;119218;122257;1
AB000VH8JT;clpB;T;955057;957688;1
AB000VH8JT;.;F;956372.5;956372.5;1
AB000VH8JT;hemolysin III family protein;F;957813;958473;-1
AB000VH8JT;AzlC family ABC transporter permease;F;958680;959409;1
AB000VH8JT;AzlD domain-containing protein;F;959420;959744;1
AB000VH8JT;SH3 domain-containing protein;F;959878;960340;1
AB000VH8JT;cache domain-containing protein;F;960471;962535;-1
AB000VH8JT;ATP-binding cassette domain-containing protein;F;962848;964639;1
AB000VH8JT;biliverdin-producing heme oxygenase;F;964665;965223;1
AB000VH8JT;meaB;F;965316;966321;1
AB000VH8JT;phasin family protein;F;966517;967369;1
AB000VH8JT;rpmB;F;967579;967882;1
AB000VH8JT;NUDIX domain-containing protein;F;954273;954819;-1
AB000VH8JT;MOSC domain-containing protein;F;953421;954216;-1
AB000VH8JT;DUF4167 domain-containing protein;F;952885;953323;1
AB000VH8JT;prmC;F;951743;952598;1
AB000VH8JT;endonuclease domain-containing protein;F;951175;951535;-1
AB000VH8JT;prfA;F;950091;951165;1
AB000VH8JT;hemA;F;948779;950117;1
AB000VH8JT;ispG;F;947528;948665;1
AB000VH8JT;helix-turn-helix domain-containing protein;F;946103;947411;1
AB000VH8JT;ptsP;F;943584;945883;1
AB000VX1HM;p: phosphoenolpyruvate--protein phosphotransferase;T;-3407559;-3406971;1
AB000VX1HM;.;F;-3407265.0;-3407265.0;1
AB000VX1HM;HTH domain-containing protein;F;-3407768;-3407558;1
AB000VX1HM;quinone oxidoreductase;F;-3408840;-3407877;1
AB000VX1HM;NADP-dependent malic enzyme;F;-3410227;-3409003;1
AB000VX1HM;transporter substrate-binding domain-containing protein;F;-3411854;-3410891;-1
AB000VX1HM;ABC transporter permease subunit;F;-3412834;-3411889;-1
AB000VX1HM;ATP-binding cassette domain-containing protein;F;-3413592;-3412830;-1
AB000VX1HM;hypothetical protein;F;-3414349;-3413653;1
AB000VX1HM;SigE family RNA polymerase sigma factor;F;-3414834;-3414345;1
AB000VX1HM;methyltransferase domain-containing protein;F;-3415741;-3414970;1
AB000VX1HM;CGNR zinc finger domain-containing protein;F;-3416470;-3415840;-1
AB000VX1HM;sodX;F;-3416808;-3416373;1
AB000VX1HM;sodN;F;-3417349;-3416953;-1
AB000VX1HM;TldD/PmbA family protein;F;-3418790;-3417434;1
AB000VX1HM;PadR family transcriptional regulator;F;-3406724;-3405674;-1
AB000VX1HM;hypothetical protein;F;-3405673;-3404695;-1
AB000VX1HM;hypothetical protein;F;-3404430;-3403584;1
AB000VX1HM;hypothetical protein;F;-3403522;-3403339;-1
AB000VX1HM;hypothetical protein;F;-3403305;-3402996;-1
AB000VX1HM;multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit;F;-3402798;-3398994;-1
AB000VX1HM;HAMP domain-containing histidine kinase;F;-3398714;-3397607;-1
AB000VX1HM;response regulator transcription factor;F;-3397611;-3396873;-1
AB0005NSWH;clpB;T;476503;479080;1
AB0005NSWH;.;F;477791.5;477791.5;1
AB0005NSWH;glsA;F;479207;480140;1
AB0005NSWH;CHAD domain-containing protein;F;480130;480919;-1
AB0005NSWH;MATE family efflux transporter;F;481011;482367;1
AB0005NSWH;mprF;F;482363;484922;1
AB0005NSWH;nagA;F;485105;486263;1
AB0005NSWH;nagB;F;486259;487021;1
AB0005NSWH;LCP family protein;F;487323;488427;1
AB0005NSWH;phnF;F;488478;489213;-1
AB0005NSWH;J domain-containing protein;F;475639;476497;1
AB0005NSWH;YwbE family protein;F;475249;475444;-1
AB0005NSWH;amidohydrolase;F;474017;475193;1
AB0005NSWH;MurR/RpiR family transcriptional regulator;F;473149;474004;1
AB0005NSWH;CamS family sex pheromone protein;F;471699;472878;1
AB0005NSWH;class D sortase;F;470983;471565;-1
AB0005NSWH;ligA;F;468916;470911;1
AB0005NSWH;pcrA;F;466676;468902;1
AB0005NSWH;heptaprenylglyceryl phosphate synthase;F;465947;466631;1
AB0001KPK5;p: heptaprenylglyceryl phosphate synthase;T;-3881187;-3878379;1
AB0001KPK5;.;F;-3879783.0;-3879783.0;1
AB0001KPK5;HdeD family acid-resistance protein;F;-3881862;-3881268;1
AB0001KPK5;Hsp20/alpha crystallin family protein;F;-3882617;-3881930;1
AB0001KPK5;ornithine aminotransferase;F;-3882941;-3882860;1
AB0001KPK5;TIGR00730 family Rossman fold protein;F;-3883984;-3883228;-1
AB0001KPK5;zwf;F;-3885506;-3883988;-1
AB0001KPK5;universal stress protein;F;-3885999;-3885528;-1
AB0001KPK5;BON domain-containing protein;F;-3886642;-3885988;1
AB0001KPK5;DUF2267 domain-containing protein;F;-3887524;-3887095;-1
AB0001KPK5;trehalose synthase;F;-3889810;-3887656;1
AB0001KPK5;carbohydrate-binding protein;F;-3892352;-3890150;-1
AB0001KPK5;rhomboid family intramembrane serine protease;F;-3877961;-3877286;1
AB0001KPK5;hypothetical protein;F;-3877188;-3876351;1
AB0001KPK5;phosphate-starvation-inducible PsiE family protein;F;-3876331;-3875854;1
AB0001KPK5;transketolase;F;-3875746;-3873907;-1
AB0001KPK5;hypothetical protein;F;-3873777;-3873396;1
AB0001KPK5;cardiolipin synthase B;F;-3873400;-3872137;1
AB0001KPK5;glgX;F;-3872126;-3869990;1
AB0001KPK5;aldo/keto reductase;F;-3869615;-3868763;1
AB0001KPK5;FAD-dependent oxidoreductase;F;-3868750;-3867103;1
AB000VWEXA;p: FAD-dependent oxidoreductase;T;2704813;2705371;1
AB000VWEXA;.;F;2705092.0;2705092.0;1
AB000VWEXA;IS630 family transposase;F;2705404;2706496;1
AB000VWEXA;PadR family transcriptional regulator;F;2706492;2707389;-1
AB000VWEXA;DUF4097 family beta strand repeat protein;F;2707390;2708302;-1
AB000VWEXA;LysR family transcriptional regulator;F;2708789;2709725;-1
AB000VWEXA;snpA;F;2709936;2710596;1
AB000VWEXA;dihydrofolate reductase;F;2710738;2711320;-1
AB000VWEXA;GNAT family N-acetyltransferase;F;2711404;2711998;-1
AB000VWEXA;polyprenyl synthetase family protein;F;2712148;2713201;-1
AB000VWEXA;cyclic nucleotide-binding domain-containing protein;F;2713233;2714640;-1
AB000VWEXA;Rrf2 family transcriptional regulator;F;2714888;2715344;1
AB000VWEXA;HTH domain-containing protein;F;2704604;2704814;1
AB000VWEXA;zinc-binding dehydrogenase;F;2703580;2704543;1
AB000VWEXA;NADP-dependent malic enzyme;F;2702240;2703443;1
AB000VWEXA;transporter substrate-binding domain-containing protein;F;2700772;2701717;-1
AB000VWEXA;ABC transporter permease subunit;F;2699792;2700743;-1
AB000VWEXA;ATP-binding cassette domain-containing protein;F;2699028;2699796;-1
AB000VWEXA;IS630 family transposase;F;2697685;2698777;-1
AB000VWEXA;FAD-dependent oxidoreductase;F;2696501;2697689;1
AB000VWEXA;MarR family transcriptional regulator;F;2695864;2696383;-1
AB000VWEXA;hypothetical protein;F;2695263;2695596;-1
AB000EFTLL;clpB;T;-1535361;-1532781;1
AB000EFTLL;.;F;-1534071.0;-1534071.0;1
AB000EFTLL;alpha/beta hydrolase;F;-1536459;-1535709;1
AB000EFTLL;amino acid permease;F;-1537880;-1536467;1
AB000EFTLL;kynU;F;-1539169;-1537918;1
AB000EFTLL;Lrp/AsnC family transcriptional regulator;F;-1539769;-1539316;-1
AB000EFTLL;OsmC family protein;F;-1540283;-1539860;1
AB000EFTLL;crp;F;-1541132;-1540427;-1
AB000EFTLL;NADP(H)-dependent aldo-keto reductase;F;-1542343;-1541296;-1
AB000EFTLL;M48 family metallopeptidase;F;-1543176;-1542396;1
AB000EFTLL;hypothetical protein;F;-1543603;-1543291;1
AB000EFTLL;adenylosuccinate synthase;F;-1545032;-1543712;1
AB000EFTLL;ATP phosphoribosyltransferase regulatory subunit;F;-1546268;-1545101;1
AB000EFTLL;ilvD;F;-1532539;-1530709;1
AB000EFTLL;hypothetical protein;F;-1530514;-1530085;1
AB000EFTLL;rlmKL;F;-1530057;-1527852;-1
AB000EFTLL;aspartate carbamoyltransferase catalytic subunit;F;-1527552;-1526535;1
AB000EFTLL;amidohydrolase family protein;F;-1526525;-1525289;1
AB000EFTLL;DUF2520 domain-containing protein;F;-1525185;-1524402;1
AB000EFTLL;trmB;F;-1524297;-1523580;-1
AB000EFTLL;glutathione S-transferase N-terminal domain-containing protein;F;-1523120;-1522508;1
AB000RJRWQ;clpB;T;-2600607;-2598006;1
AB000RJRWQ;.;F;-2599306.5;-2599306.5;1
AB000RJRWQ;M20/M25/M40 family metallo-hydrolase;F;-2602281;-2600673;1
AB000RJRWQ;insulinase family protein;F;-2605412;-2602415;-1
AB000RJRWQ;5-(carboxyamino)imidazole ribonucleotide synthase;F;-2606530;-2605462;1
AB000RJRWQ;purE;F;-2607003;-2606526;1
AB000RJRWQ;diguanylate cyclase;F;-2607744;-2607159;-1
AB000RJRWQ;sorbosone dehydrogenase family protein;F;-2609136;-2607765;1
AB000RJRWQ;hypothetical protein;F;-2609561;-2609132;1
AB000RJRWQ;DUF1349 domain-containing protein;F;-2610454;-2609785;1
AB000RJRWQ;hypothetical protein;F;-2597754;-2596725;1
AB000RJRWQ;TauD/TfdA family dioxygenase;F;-2596712;-2595746;-1
AB000RJRWQ;hypothetical protein;F;-2595696;-2594721;1
AB000RJRWQ;tetratricopeptide repeat protein;F;-2594706;-2593416;-1
AB000RJRWQ;hypothetical protein;F;-2593282;-2593015;-1
AB000RJRWQ;tetratricopeptide repeat protein;F;-2592946;-2591290;1
AB000RJRWQ;TonB-dependent receptor;F;-2591176;-2587978;-1
AB000UKO4K;p: TonB-dependent receptor;T;7604794;7605361;1
AB000UKO4K;.;F;7605077.5;7605077.5;1
AB000UKO4K;PadR family transcriptional regulator;F;7605454;7606519;-1
AB000UKO4K;DUF4097 family beta strand repeat protein;F;7606520;7607396;-1
AB000UKO4K;hypothetical protein;F;7607629;7608457;1
AB000UKO4K;hypothetical protein;F;7608486;7608669;-1
AB000UKO4K;multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit;F;7608846;7612674;-1
AB000UKO4K;HAMP domain-containing protein;F;7612956;7614060;-1
AB000UKO4K;response regulator transcription factor;F;7614146;7614884;-1
AB000UKO4K;spermidine synthase;F;7614997;7615675;-1
AB000UKO4K;HTH domain-containing protein;F;7604585;7604795;1
AB000UKO4K;zinc-binding dehydrogenase;F;7603475;7604441;1
AB000UKO4K;NADP-dependent malic enzyme;F;7601730;7603005;1
AB000UKO4K;ABC transporter substrate-binding protein;F;7600230;7601187;-1
AB000UKO4K;amino acid ABC transporter permease;F;7599253;7600192;-1
AB000UKO4K;amino acid ABC transporter ATP-binding protein;F;7598462;7599257;-1
AB000UKO4K;methyltransferase domain-containing protein;F;7597575;7598364;1
AB000UKO4K;CGNR zinc finger domain-containing protein;F;7596835;7597465;-1
AB000UKO4K;sodX;F;7596497;7596932;1
AB000UKO4K;sodN;F;7595957;7596353;-1
AB000UKO4K;zinc-binding dehydrogenase;F;7594749;7595703;1
AB0003R8UO;clpB;T;632724;635364;1
AB0003R8UO;.;F;634044.0;634044.0;1
AB0003R8UO;Hsp20/alpha crystallin family protein;F;635408;635864;1
AB0003R8UO;grpE;F;636001;636739;1
AB0003R8UO;ATP-dependent Clp protease ATP-binding subunit;F;636895;639193;1
AB0003R8UO;acetylornithine/succinylornithine family transaminase;F;639321;640530;-1
AB0003R8UO;response regulator;F;640522;642925;-1
AB0003R8UO;HD domain-containing protein;F;643004;644459;1
AB0003R8UO;rpmF;F;644574;644769;1
AB0003R8UO;plsX;F;644820;645876;1
AB0003R8UO;tetratricopeptide repeat protein;F;630747;632343;-1
AB0003R8UO;carboxypeptidase regulatory-like domain-containing protein;F;626501;630470;-1
AB0003R8UO;gluconolactonase;F;622518;626187;1
AB0004UTP6;clpB;T;971353;973933;1
AB0004UTP6;.;F;972643.0;972643.0;1
AB0004UTP6;hypothetical protein;F;973974;974994;-1
AB0004UTP6;OmpA family protein;F;975036;975627;-1
AB0004UTP6;hypothetical protein;F;975643;976915;-1
AB0004UTP6;hypothetical protein;F;976918;978670;-1
AB0004UTP6;thiM;F;978782;979577;-1
AB0004UTP6;YjiH family protein;F;980070;981423;-1
AB0004UTP6;riboswitch;F;981526;981631;-1
AB0004UTP6;rubrerythrin family protein;F;981639;982179;-1
AB0004UTP6;ribonuclease J;F;982470;984324;1
AB0004UTP6;hypothetical protein;F;969317;971051;1
AB0004UTP6;aldo/keto reductase;F;968318;969170;-1
AB0004UTP6;5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase;F;967424;968240;1
AB0004UTP6;NAD(P)H-dependent oxidoreductase;F;966641;967337;1
AB0004UTP6;methionine adenosyltransferase;F;965281;966469;1
AB0004UTP6;lipoprotein release ABC transporter permease;F;963283;965131;-1
AB0004UTP6;metallophosphoesterase;F;962399;963287;-1
AB0004UTP6;cupin domain-containing protein;F;961992;962316;-1
AB0004UTP6;B12-binding domain-containing radical SAM protein;F;960374;961832;-1
AB000W9J39;p: B12-binding domain-containing radical SAM protein;T;-2613828;-2611305;1
AB000W9J39;.;F;-2612566.5;-2612566.5;1
AB000W9J39;uroporphyrinogen decarboxylase;F;-2614216;-2613985;-1
AB000W9J39;glycosyltransferase;F;-2615313;-2614212;-1
AB000W9J39;SufE family protein;F;-2615742;-2615322;-1
AB000W9J39;glycosyltransferase family 9 protein;F;-2616704;-2615786;-1
AB000W9J39;mutL;F;-2618649;-2616882;-1
AB000W9J39;rhomboid family intramembrane serine protease;F;-2619390;-2618655;-1
AB000W9J39;endonuclease/exonuclease/phosphatase family protein;F;-2620364;-2619392;-1
AB000W9J39;hypothetical protein;F;-2620685;-2620367;-1
AB000W9J39;hypothetical protein;F;-2621054;-2620712;-1
AB000W9J39;GH3 auxin-responsive promoter family protein;F;-2622571;-2621050;1
AB000W9J39;BrxA/BrxB family bacilliredoxin;F;-2623099;-2622688;1
AB000W9J39;pepT;F;-2624446;-2623183;1
AB000W9J39;mnmA;F;-2611135;-2609947;1
AB000W9J39;superoxide dismutase family protein;F;-2609844;-2609337;1
AB000W9J39;carboxy terminal-processing peptidase;F;-2609267;-2607146;-1
AB000W9J39;surE;F;-2607014;-2606231;1
AB000W9J39;CPBP family intramembrane metalloprotease;F;-2606245;-2605603;-1
AB000W9J39;formate dehydrogenase;F;-2605491;-2603838;1
AB000W9J39;fdhF;F;-2603828;-2601086;1
AB0012YT4H;clpB;T;-2503709;-2501108;1
AB0012YT4H;.;F;-2502408.5;-2502408.5;1
AB0012YT4H;chaperone modulator CbpM;F;-2504087;-2503772;1
AB0012YT4H;DnaJ domain-containing protein;F;-2505101;-2504105;1
AB0012YT4H;Smr/MutS family protein;F;-2506081;-2505370;-1
AB0012YT4H;sigma 54-interacting transcriptional regulator;F;-2507568;-2506095;1
AB0012YT4H;histidine kinase;F;-2509055;-2507552;1
AB0012YT4H;PAS domain-containing protein;F;-2510607;-2509059;1
